Customer_ID,Age,Income_Level,Location,Purchase_Intent,Price_Sensitivity,Charging_Access,Distance_to_Supercharger,Import_Duty_Impact,Local_Manufacturing_Support,Brand_Loyalty,Environmental_Concern,Tech_Savviness,Competitor_Price,Government_Incentive_Awareness
1853,23,131.11,Mumbai,0.214,0.206,Public,34.01,0.012,1,Tesla,0.455,Low,66.42,Low
1854,44,16.45,Gurugram,0.495,0.295,None,61.79,0.073,1,Competitor,0.631,Medium,75.0,Medium
1855,45,49.98,Gurugram,0.325,0.023,Home,35.08,0.467,1,Neutral,0.817,Low,59.47,Low
1856,28,37.15,Delhi,0.583,0.252,Public,36.37,0.569,1,Tesla,0.629,High,55.11,Medium
1857,48,10.0,Delhi,0.32,0.279,Public,15.47,0.561,0,Tesla,0.853,Low,64.16,Medium
1858,32,16.53,Mumbai,0.621,0.462,None,67.17,0.616,0,Competitor,0.638,Medium,57.23,Low
1859,37,74.36,Delhi,0.525,0.585,Public,51.4,0.685,0,Competitor,0.517,Low,54.78,Low
1860,37,29.62,Bangalore,0.198,0.264,Home,93.38,0.938,1,Neutral,0.661,High,58.95,Low
1861,33,14.07,Delhi,0.154,0.493,Public,10.77,0.398,1,Competitor,0.955,Medium,52.15,Low
1862,43,26.1,Pune,0.144,0.281,None,15.42,0.029,1,Tesla,1.0,Low,63.92,Low
1863,42,14.07,Pune,0.209,0.228,None,54.77,0.566,0,Neutral,0.696,High,54.78,High
1864,18,20.76,Mumbai,0.559,0.11,Home,13.64,0.571,1,Tesla,0.482,Low,45.0,Medium
1865,48,10.0,Hyderabad,0.094,0.313,None,13.06,0.233,1,Neutral,0.731,High,52.57,High
1866,18,32.89,Chennai,0.201,0.229,Public,41.51,0.521,1,Competitor,0.527,Medium,51.17,High
1867,45,36.88,Mumbai,0.613,0.46,None,13.36,0.897,1,Competitor,0.368,Medium,65.78,Medium
1868,46,21.05,Pune,0.322,0.184,Public,53.45,0.628,0,Neutral,0.503,High,54.11,High
1869,24,74.11,Mumbai,0.418,0.689,None,1.81,0.737,0,Tesla,0.887,Low,50.7,Medium
1870,30,22.12,Delhi,0.334,0.231,Public,25.08,0.655,1,Competitor,0.864,Medium,57.99,High
1871,23,29.6,Delhi,0.341,0.277,None,29.58,0.329,0,Competitor,0.633,Medium,52.24,Low
1872,32,19.96,Gurugram,0.421,0.066,None,28.82,0.179,0,Competitor,0.586,High,49.02,Low
1873,31,23.95,Hyderabad,0.213,0.18,None,1.38,0.385,1,Tesla,0.631,High,61.5,Low
1874,42,54.45,Bangalore,0.181,0.068,Public,7.48,0.689,1,Tesla,0.365,High,48.39,High
1875,48,10.24,Pune,0.117,0.125,Public,16.9,0.429,1,Competitor,0.669,Low,54.28,Medium
1876,48,44.8,Delhi,0.722,0.323,Home,7.11,0.456,1,Competitor,1.0,Medium,68.09,Low
1877,29,17.86,Gurugram,0.089,0.156,Home,9.75,0.721,1,Competitor,0.602,Medium,46.21,Low
1878,32,10.71,Hyderabad,0.531,0.257,Public,54.5,0.651,1,Competitor,0.541,Low,46.3,Low
1879,18,24.61,Chennai,0.204,0.219,None,79.75,0.839,1,Tesla,0.925,High,47.83,Medium
1880,26,49.61,Pune,0.488,0.168,Home,74.21,0.825,1,Competitor,0.909,Medium,64.66,Medium
1881,44,24.16,Hyderabad,0.608,0.215,None,4.86,0.152,0,Competitor,0.949,Medium,61.35,Low
1882,51,14.59,Gurugram,0.245,0.072,Home,18.47,0.441,0,Neutral,0.538,Medium,45.0,Low
1883,22,108.05,Pune,0.501,0.361,None,9.41,0.303,1,Competitor,0.728,High,63.2,Low
1884,29,40.49,Delhi,0.478,0.142,None,3.0,0.972,1,Tesla,0.785,High,56.22,Medium
1885,34,33.82,Delhi,0.294,0.593,Public,44.25,0.387,0,Neutral,0.79,High,75.0,Medium
1886,37,48.55,Mumbai,0.709,0.357,Home,5.87,0.579,1,Competitor,0.59,Medium,52.25,Medium
1887,26,52.36,Delhi,0.309,0.345,Public,4.29,0.544,1,Neutral,0.493,High,74.98,Medium
1888,39,21.87,Bangalore,0.271,0.114,Home,33.05,0.715,1,Competitor,0.629,High,61.11,High
1889,30,59.84,Mumbai,0.494,0.303,Home,8.86,0.147,1,Competitor,0.82,Low,49.23,Medium
1890,34,10.0,Bangalore,0.238,0.151,None,12.93,0.96,1,Neutral,0.692,Medium,58.59,Medium
1891,40,50.71,Pune,0.591,0.14,Public,12.29,0.078,1,Tesla,1.0,Medium,47.16,Low
1892,35,23.07,Pune,0.403,0.195,Home,20.65,0.642,0,Tesla,0.859,Low,69.52,Low
1893,30,75.74,Mumbai,0.154,0.479,None,,0.995,0,Tesla,0.413,Medium,75.0,Medium
1894,33,21.74,Mumbai,0.479,0.358,Home,23.16,0.946,0,Neutral,0.948,Medium,71.59,Medium
1895,34,66.39,Delhi,0.1,0.55,None,18.47,0.242,0,Tesla,1.0,High,52.09,High
1896,31,41.46,Gurugram,0.579,0.207,None,11.8,0.436,0,Competitor,0.273,High,74.32,Low
1897,32,58.12,Chennai,0.517,0.307,None,52.26,0.512,1,Neutral,0.937,Low,48.07,Medium
1898,50,34.41,Gurugram,0.251,0.44,Public,7.93,0.194,0,Competitor,0.71,Medium,65.62,Low
1899,40,10.0,Gurugram,0.538,0.065,Home,34.92,0.775,1,Competitor,0.746,High,50.56,Medium
1900,32,71.95,Gurugram,0.368,0.727,None,10.03,0.505,1,Neutral,0.531,Medium,51.57,High
1901,41,75.24,Mumbai,0.233,0.644,None,6.73,0.279,1,Competitor,0.841,High,51.0,Medium
1902,31,24.95,Chennai,0.124,0.444,Home,43.15,0.916,1,Neutral,0.488,Low,53.81,High
1903,46,18.44,Gurugram,0.639,0.21,Home,31.52,0.222,0,Competitor,0.614,Medium,67.09,Medium
1904,38,61.58,Delhi,0.359,0.381,None,99.88,0.242,0,Competitor,0.788,Medium,62.38,Low
1905,33,40.94,Hyderabad,0.347,0.118,None,14.73,0.941,1,Tesla,0.963,Medium,69.6,Low
1906,39,28.83,Bangalore,0.467,0.497,None,0.9,0.28,0,Neutral,0.996,Low,58.22,Low
1907,19,46.82,Bangalore,0.59,0.137,None,149.74,0.767,0,Neutral,0.9,Medium,52.62,Medium
1908,23,24.88,Gurugram,0.306,0.438,Home,7.54,0.426,1,Competitor,0.864,Low,57.94,Medium
1909,23,74.48,Hyderabad,0.268,0.161,Public,24.36,0.708,0,Competitor,1.0,Medium,45.64,Low
1910,36,26.55,Pune,0.238,0.395,Public,21.95,1.0,0,Competitor,0.902,Medium,65.79,Low
1911,52,61.58,Hyderabad,0.281,0.074,Home,13.07,0.747,0,Competitor,0.492,Medium,64.72,Low
1912,57,34.36,Chennai,0.155,0.046,None,3.16,0.491,0,Neutral,0.842,High,50.91,Medium
1913,41,42.99,Pune,0.492,0.702,Public,25.64,0.682,0,Neutral,0.794,High,75.0,Low
1914,40,105.78,Gurugram,0.635,0.15,Home,16.14,0.481,1,Neutral,0.348,High,45.14,Medium
1915,18,22.33,Gurugram,0.565,0.186,None,4.53,0.778,0,Competitor,0.757,Medium,58.92,Medium
1916,29,58.73,Pune,0.275,0.341,Home,2.56,0.037,1,Neutral,0.607,Medium,68.41,High
1917,27,89.77,Chennai,0.502,0.439,None,11.73,0.403,1,Competitor,0.486,Medium,70.87,Medium
1918,28,57.22,Delhi,0.419,0.382,None,12.37,0.093,0,Neutral,0.458,Medium,60.44,Low
1919,33,77.43,Mumbai,0.354,0.234,None,20.03,0.291,1,Neutral,0.714,High,62.07,Medium
1920,30,37.13,Delhi,0.434,0.612,Public,27.36,0.845,1,Tesla,0.509,Medium,46.43,Medium
1921,18,55.0,Bangalore,0.545,0.408,None,17.39,0.135,1,Competitor,0.521,Low,56.37,Medium
1922,42,66.17,Mumbai,0.616,0.519,None,17.94,0.456,0,Tesla,0.561,Medium,62.79,Low
1923,24,33.8,Delhi,0.487,0.316,Home,25.99,1.0,0,Competitor,0.744,Medium,69.43,High
1924,37,16.4,Mumbai,0.309,0.099,Home,27.65,0.811,0,Neutral,0.734,High,71.74,Low
1925,55,13.97,Chennai,0.137,0.122,None,49.68,0.442,1,Tesla,0.873,Medium,62.81,Low
1926,25,97.92,Mumbai,0.506,0.192,Home,13.59,0.283,0,Tesla,0.409,Medium,62.58,Low
1927,18,87.34,Pune,0.499,0.256,Home,7.22,0.585,0,Neutral,0.837,Low,73.93,Medium
1928,32,18.81,Bangalore,0.262,0.619,Public,32.98,0.79,1,Tesla,0.739,Medium,60.05,Low
1929,46,77.4,Hyderabad,0.324,0.46,Home,48.34,0.466,1,Competitor,1.0,Medium,47.96,Low
1930,54,47.15,Gurugram,0.579,0.479,Home,9.41,0.275,0,Neutral,0.772,High,61.79,High
1931,22,34.69,Mumbai,,0.328,Home,63.39,0.76,1,Competitor,0.774,High,57.32,Medium
1932,39,18.28,Gurugram,0.441,0.339,None,23.37,0.848,0,Tesla,0.713,High,52.36,High
1933,30,30.96,Hyderabad,0.198,0.074,None,13.54,0.247,0,Neutral,0.77,Medium,74.06,Medium
1934,33,15.3,Mumbai,0.417,0.45,None,71.15,0.231,1,Neutral,0.53,High,68.99,Medium
1935,61,27.0,Bangalore,0.29,0.123,Public,25.14,0.342,1,Competitor,0.792,High,75.0,Medium
1936,19,14.95,Gurugram,0.336,0.43,None,14.47,0.069,1,Tesla,0.775,High,58.36,Medium
1937,37,10.0,Hyderabad,0.38,0.432,None,24.34,0.953,1,Neutral,0.882,High,58.51,High
1938,39,78.74,Bangalore,0.576,0.176,None,21.12,0.757,1,Competitor,0.582,High,55.28,Low
1939,45,29.47,Gurugram,0.13,0.129,None,41.41,0.062,0,Neutral,0.756,Medium,62.81,Medium
1940,35,44.11,Pune,0.627,0.469,None,9.96,0.949,1,Tesla,0.621,Low,56.14,Low
1941,38,21.38,Pune,0.424,0.343,None,19.84,0.495,0,Tesla,0.573,Medium,72.75,Low
1942,31,28.38,Gurugram,0.666,0.488,Public,22.67,0.271,0,Neutral,0.587,Medium,57.07,Medium
1943,37,14.52,Pune,0.352,0.088,None,0.47,0.929,1,Competitor,0.638,Medium,50.59,Medium
1944,31,98.52,Bangalore,0.176,0.229,Home,38.09,0.852,1,Neutral,0.283,Medium,45.96,Medium
1945,41,63.33,Hyderabad,0.393,0.49,Public,1.41,0.343,1,Competitor,0.57,High,56.62,High
1946,31,21.04,Pune,0.529,0.115,None,66.72,0.722,0,Competitor,0.91,High,59.89,Medium
1947,38,14.46,Delhi,0.144,0.116,Home,150.0,0.233,1,Neutral,0.56,High,69.11,Low
1948,34,10.0,Delhi,0.266,0.269,Public,0.21,0.974,1,Competitor,0.383,Medium,50.72,Medium
1949,46,37.07,Delhi,0.087,0.207,None,12.86,0.169,1,Neutral,0.138,High,46.68,Low
1950,34,57.89,Delhi,0.631,0.123,None,0.57,0.305,0,Tesla,0.585,High,73.3,Low
1951,18,53.77,Mumbai,0.433,0.098,None,72.96,0.854,0,Neutral,0.364,Low,64.74,Medium
1952,47,23.6,Pune,0.307,0.081,None,14.25,0.897,1,Tesla,1.0,Low,57.31,High
1953,25,28.19,Pune,0.241,0.034,Home,34.38,0.717,1,Neutral,0.813,High,57.01,Medium
1954,28,14.08,Delhi,,0.3,Public,49.25,0.092,1,Competitor,0.438,High,56.69,Medium
1955,29,16.38,Hyderabad,0.483,0.24,None,99.47,0.448,1,Tesla,0.76,High,58.32,Medium
1956,48,78.57,Hyderabad,0.533,0.219,Home,68.23,0.345,1,Competitor,0.614,Medium,53.24,Medium
1957,18,10.0,Delhi,0.419,0.319,Home,6.0,0.307,1,Neutral,0.266,Medium,52.79,High
1958,65,10.0,Delhi,0.288,0.18,None,2.45,0.272,0,Tesla,0.537,Medium,47.4,Medium
1959,45,18.83,Delhi,0.436,0.575,Home,11.29,0.638,0,Competitor,0.842,High,55.67,Medium
1960,37,97.72,Pune,0.395,0.365,None,7.04,0.131,0,Tesla,0.949,Medium,45.72,High
1961,34,34.14,Bangalore,0.435,0.418,None,6.22,0.785,1,Competitor,0.548,High,75.0,Low
1962,37,146.91,Delhi,0.409,0.404,None,21.17,0.313,0,Competitor,0.564,Medium,63.88,Low
1963,40,25.68,Mumbai,0.371,0.077,Home,11.32,0.362,0,Neutral,0.498,High,48.46,High
1964,41,55.12,Gurugram,0.316,0.227,None,9.71,0.827,0,Tesla,0.714,High,58.2,Low
1965,40,71.37,Pune,0.716,0.232,Home,102.37,0.46,1,Neutral,0.607,Medium,55.29,Medium
1966,35,129.86,Chennai,0.529,0.114,Home,36.59,0.573,1,Tesla,0.729,Medium,62.02,Medium
1967,33,20.29,Gurugram,0.492,0.133,None,3.84,0.502,0,Tesla,0.683,Medium,65.86,Low
1968,33,33.83,Bangalore,0.429,0.12,None,13.21,0.419,1,Neutral,0.268,Medium,59.24,Medium
1969,33,28.98,Hyderabad,0.315,0.224,Home,48.26,0.652,1,Competitor,0.475,Low,68.23,Medium
1970,46,58.43,Bangalore,0.348,0.305,None,33.52,0.061,0,Neutral,0.674,Low,64.89,Medium
1971,40,90.68,Bangalore,0.676,0.071,None,1.79,0.753,1,Tesla,0.384,Medium,61.35,Low
1972,18,90.5,Pune,0.373,0.209,Home,66.55,0.676,1,Competitor,0.862,High,65.93,Low
1973,41,19.9,Pune,0.369,0.251,None,11.35,0.267,0,Competitor,0.604,High,68.29,Low
1974,36,16.45,Bangalore,0.423,0.146,None,30.36,0.266,1,Competitor,0.769,Medium,59.64,High
1975,34,54.04,Mumbai,0.261,0.377,Public,26.08,0.236,1,Tesla,0.326,Medium,58.05,High
1976,31,12.49,Bangalore,0.504,0.17,Home,6.79,0.718,1,Competitor,0.488,Low,46.73,Medium
1977,46,59.44,Pune,0.288,0.419,Public,8.81,0.578,1,Tesla,0.728,Medium,68.78,High
1978,44,33.78,Mumbai,0.228,0.425,None,16.09,0.553,1,Competitor,0.806,Medium,64.9,High
1979,27,80.99,Hyderabad,0.423,0.3,Public,68.5,0.912,0,Competitor,0.737,High,57.51,High
1980,39,72.35,Gurugram,0.228,0.556,None,3.05,1.0,0,Competitor,0.259,Medium,61.87,Low
1981,25,37.18,Delhi,0.345,0.089,Home,7.18,0.579,0,Competitor,0.807,Medium,74.49,Low
1982,21,11.47,Gurugram,,0.496,None,,0.646,0,Neutral,0.423,Low,51.77,Low
1983,28,12.45,Mumbai,0.486,0.181,None,50.05,0.6,1,Competitor,0.587,Low,53.18,Low
1984,43,35.14,Hyderabad,0.652,0.286,None,135.79,0.103,1,Competitor,0.351,Medium,68.04,Medium
1985,44,47.74,Pune,0.204,0.303,Home,12.48,0.429,1,Neutral,0.815,Medium,55.06,High
1986,40,26.08,Chennai,0.336,0.312,None,13.14,0.437,1,Tesla,0.518,Medium,57.42,Medium
1987,42,15.1,Delhi,0.836,0.252,Home,10.85,0.061,1,Competitor,0.452,Medium,50.1,Low
1988,40,26.82,Gurugram,0.327,0.305,None,23.37,0.795,1,Tesla,0.609,Medium,62.21,Medium
1989,28,81.41,Mumbai,0.294,0.038,None,21.8,0.139,1,Tesla,0.851,Low,46.37,Medium
1990,39,26.83,Chennai,0.236,0.505,Home,11.33,0.598,1,Competitor,0.846,Medium,45.0,High
1991,43,20.5,Bangalore,0.595,0.411,Home,37.49,0.141,0,Tesla,0.696,High,67.65,Low
1992,42,12.09,Chennai,0.233,0.164,Home,64.76,0.539,0,Tesla,0.738,High,55.09,High
1993,46,31.99,Chennai,0.256,0.053,None,25.81,0.026,1,Tesla,0.619,High,51.93,Low
1994,42,72.86,Chennai,0.364,0.131,Public,10.91,0.589,0,Neutral,0.467,Medium,64.35,Low
1995,38,75.28,Delhi,0.556,0.486,None,14.06,0.561,1,Competitor,0.722,High,56.16,Low
1996,45,17.08,Hyderabad,0.39,0.08,Home,19.99,0.023,1,Competitor,0.391,High,55.02,Medium
1997,34,37.41,Mumbai,0.396,0.295,None,,0.056,1,Tesla,0.618,High,60.68,Medium
1998,26,18.57,Mumbai,0.429,0.618,None,55.75,0.797,1,Neutral,0.381,Medium,57.41,Low
1999,33,25.04,Chennai,0.502,0.398,None,36.83,0.511,0,Competitor,0.353,High,57.86,Low
2000,27,31.55,Chennai,0.216,0.254,Home,2.72,0.211,0,Neutral,0.85,High,60.06,Low
2001,28,22.44,Delhi,0.487,0.1,None,18.38,0.55,1,Neutral,0.811,High,60.18,Medium
2002,33,98.72,Chennai,0.429,0.215,None,52.84,0.171,1,Competitor,0.782,Medium,67.85,Low
2003,27,20.39,Chennai,0.796,0.037,Public,43.11,0.552,1,Tesla,0.806,Low,59.11,Medium
2004,31,19.02,Bangalore,0.638,0.33,None,47.07,0.105,1,Competitor,0.549,Medium,60.61,Low
2005,18,16.99,Hyderabad,0.418,0.178,Home,9.82,0.147,1,Competitor,0.636,Medium,75.0,Medium
2006,37,10.0,Gurugram,0.265,0.372,Public,17.19,0.423,0,Tesla,0.804,High,63.84,Low
2007,35,100.71,Chennai,0.386,0.59,Home,68.82,0.813,1,Competitor,0.6,Low,59.82,Medium
2008,26,33.24,Pune,0.418,0.044,Home,18.7,0.446,0,Competitor,0.631,Medium,61.67,Medium
2009,41,48.17,Delhi,0.356,0.054,Public,150.0,0.421,1,Tesla,0.568,Low,67.1,Low
2010,44,43.71,Pune,0.257,0.462,None,14.46,0.346,1,Tesla,0.358,Low,60.69,Low
2011,18,21.89,Hyderabad,0.132,0.113,Public,36.46,0.454,0,Competitor,0.764,High,66.94,Low
2012,27,33.16,Hyderabad,0.59,0.187,Public,40.76,0.844,1,Neutral,0.305,Medium,69.84,High
2013,27,56.16,Gurugram,0.2,0.397,Public,3.71,0.594,1,Neutral,0.669,Medium,60.97,High
2014,25,10.0,Delhi,0.491,0.374,Home,8.26,0.614,0,Neutral,0.699,Low,61.07,Medium
2015,43,24.67,Bangalore,0.327,0.192,None,42.19,0.042,0,Competitor,1.0,Low,53.7,Medium
2016,33,28.24,Mumbai,0.516,0.117,None,53.44,0.44,1,Competitor,0.292,Low,55.01,Low
2017,32,21.31,Pune,0.139,0.116,Public,20.25,0.679,0,Competitor,0.623,Low,72.41,Low
2018,18,20.98,Pune,0.3,0.38,None,16.8,0.229,0,Neutral,1.0,Medium,67.23,Medium
2019,41,38.15,Bangalore,0.175,0.252,Home,1.48,0.171,0,Neutral,0.387,Medium,52.17,Medium
2020,22,84.16,Bangalore,0.328,0.172,None,9.47,0.023,0,Competitor,0.33,Medium,58.01,High
2021,35,46.55,Hyderabad,0.779,0.042,None,67.55,0.179,1,Tesla,0.569,Medium,52.34,Medium
2022,37,16.59,Mumbai,0.575,0.438,None,36.98,0.128,1,Tesla,0.451,High,55.41,High
2023,48,166.93,Bangalore,0.475,0.182,None,50.33,0.918,0,Tesla,0.723,Medium,71.52,Medium
2024,21,84.7,Bangalore,0.177,0.246,None,2.97,0.222,1,Competitor,1.0,High,66.92,Low
2025,18,22.63,Chennai,0.644,0.423,Public,29.78,0.731,1,Competitor,0.507,Medium,63.75,High
2026,36,85.57,Chennai,0.431,0.125,Public,5.9,0.768,0,Tesla,0.667,Medium,51.91,High
2027,53,38.8,Delhi,0.401,0.092,Home,16.74,0.488,0,Competitor,0.512,High,58.58,Medium
2028,47,11.81,Chennai,0.673,0.49,None,8.02,0.649,1,Tesla,0.454,High,54.67,Medium
2029,37,78.32,Gurugram,0.428,0.158,None,5.42,0.23,1,Neutral,0.43,Low,69.16,High
2030,30,16.59,Mumbai,0.559,0.378,None,2.1,0.69,0,Neutral,0.478,Medium,66.25,Medium
2031,43,48.1,Hyderabad,0.146,0.255,Public,7.29,0.746,0,Tesla,0.744,High,56.68,Medium
2032,25,37.25,Hyderabad,0.217,0.134,None,150.0,0.302,1,Competitor,0.38,Low,52.72,Low
2033,39,51.05,Gurugram,0.212,0.247,None,31.41,0.781,0,Competitor,0.511,High,70.88,Low
2034,40,105.87,Hyderabad,0.211,0.454,Public,26.14,0.983,1,Competitor,0.677,Low,61.05,High
2035,45,32.78,Hyderabad,0.21,0.617,Home,13.24,0.905,1,Competitor,0.911,Medium,61.2,High
2036,62,11.66,Pune,0.341,0.154,Home,5.37,0.272,0,Tesla,0.746,High,45.0,High
2037,38,18.7,Delhi,0.474,0.351,Public,9.39,0.749,1,Competitor,0.558,Low,57.55,Medium
2038,29,10.86,Hyderabad,0.231,0.078,None,52.62,0.175,1,Neutral,0.747,Medium,61.0,Low
2039,34,10.0,Chennai,0.439,0.012,Home,6.56,0.484,1,Competitor,0.784,Medium,50.92,High
2040,18,71.79,Chennai,0.573,0.17,None,109.39,0.915,0,Neutral,0.771,High,54.65,Low
2041,28,36.28,Mumbai,0.314,0.089,Home,9.09,0.023,0,Tesla,0.6,High,61.33,Medium
2042,30,29.88,Bangalore,0.233,0.542,None,25.23,0.696,1,Neutral,0.952,Medium,49.92,Low
2043,29,23.07,Delhi,0.409,0.39,Public,6.91,0.958,1,Competitor,0.591,High,66.77,High
2044,36,60.53,Pune,0.112,0.22,Home,87.01,0.371,1,Competitor,0.554,Medium,61.6,High
2045,26,92.22,Gurugram,0.453,0.248,Home,23.28,0.679,1,Neutral,0.683,High,61.99,Medium
2046,46,16.16,Delhi,0.42,0.161,None,46.38,0.114,0,Competitor,0.714,Medium,65.77,High
2047,35,46.75,Mumbai,0.204,0.184,None,2.14,0.374,1,Competitor,0.764,High,45.0,Low
2048,34,68.33,Gurugram,0.423,0.279,Home,29.39,0.748,0,Tesla,0.838,High,45.0,Medium
2049,31,40.13,Hyderabad,0.405,0.684,None,31.42,0.004,1,Competitor,0.379,Medium,62.71,Low
2050,36,57.11,Gurugram,0.316,0.348,None,13.26,0.26,1,Tesla,1.0,Medium,64.84,Low
2051,43,11.51,Delhi,0.432,0.799,Home,9.26,0.415,1,Competitor,0.507,Medium,46.1,High
2052,26,93.94,Pune,0.161,0.18,Public,25.37,0.653,1,Neutral,0.766,High,52.76,Medium
2053,28,60.73,Pune,0.443,0.263,None,61.56,0.227,1,Competitor,0.81,High,55.1,Medium
2054,31,50.19,Delhi,0.36,0.063,Home,18.03,0.414,1,Competitor,0.616,High,71.44,High
2055,21,65.05,Delhi,0.806,0.117,None,70.04,0.441,0,Competitor,0.761,Medium,62.21,Medium
2056,26,26.25,Bangalore,0.238,0.243,None,18.45,0.235,1,Competitor,0.3,Medium,64.83,Medium
2057,30,13.65,Delhi,0.304,0.208,Home,10.73,0.742,1,Tesla,0.469,Medium,56.52,Low
2058,43,10.94,Gurugram,0.371,0.142,Home,1.21,0.469,1,Tesla,0.51,High,72.88,Low
2059,37,10.0,Bangalore,0.599,0.522,None,38.17,0.837,1,Competitor,0.565,High,45.31,Low
2060,36,46.27,Pune,0.079,0.207,None,39.52,0.215,0,Competitor,0.658,Medium,52.28,Medium
2061,43,23.9,Pune,0.365,0.387,None,33.46,0.503,1,Competitor,0.641,Medium,73.82,High
2062,33,90.03,Bangalore,0.218,0.217,None,4.05,0.957,1,Tesla,0.815,High,46.02,High
2063,38,77.68,Hyderabad,0.546,0.117,Home,31.24,0.093,1,Tesla,0.445,Medium,63.53,Medium
2064,33,60.45,Mumbai,0.264,0.116,Public,55.78,0.994,1,Neutral,0.646,Medium,50.33,Medium
2065,37,51.42,Bangalore,0.211,0.575,Public,34.49,0.038,1,Tesla,0.963,High,56.35,Medium
2066,29,18.63,Gurugram,0.182,0.546,Public,30.07,0.253,0,Neutral,0.808,High,56.18,Low
2067,18,21.69,Delhi,0.312,0.664,None,71.93,0.14,1,Competitor,0.745,Medium,48.83,High
2068,33,18.56,Bangalore,0.171,0.238,None,38.23,0.611,1,Neutral,0.686,High,61.97,High
2069,49,13.24,Pune,0.197,0.31,Home,10.23,0.885,1,Tesla,0.409,Low,67.51,Low
2070,44,30.61,Hyderabad,0.253,0.051,None,38.57,0.065,1,Competitor,0.291,Medium,73.59,Low
2071,44,67.7,Hyderabad,0.49,0.548,None,150.0,0.625,0,Tesla,0.803,High,66.67,Low
2072,47,29.09,Pune,0.524,0.282,Home,15.6,0.853,0,Neutral,0.515,Medium,65.72,Low
2073,35,17.74,Mumbai,0.391,0.079,Public,4.94,0.483,1,Competitor,0.631,Medium,62.69,Medium
2074,36,29.11,Pune,0.57,0.131,None,1.13,0.455,1,Tesla,0.563,Medium,75.0,Low
2075,28,37.94,Gurugram,0.387,0.187,Home,10.11,0.969,1,Neutral,0.656,Low,49.01,Low
2076,31,22.28,Mumbai,0.191,0.23,None,38.78,0.817,1,Competitor,0.659,High,45.13,Low
2077,41,30.8,Chennai,0.676,0.42,Home,31.1,0.292,0,Competitor,0.466,Low,65.24,High
2078,47,165.07,Bangalore,0.369,0.083,Home,65.76,0.94,1,Competitor,0.845,Medium,47.73,Medium
2079,33,10.0,Mumbai,0.547,0.119,Home,60.93,0.676,0,Neutral,0.329,Medium,51.77,Medium
2080,30,10.0,Bangalore,0.42,0.425,None,7.3,0.893,1,Competitor,0.75,High,63.4,Medium
2081,35,35.92,Hyderabad,0.406,0.232,Public,6.13,0.625,1,Neutral,0.05,Medium,45.0,High
2082,41,44.75,Gurugram,0.295,0.258,Public,21.17,0.51,0,Competitor,0.763,High,63.41,High
2083,20,29.61,Hyderabad,0.67,0.17,None,0.54,0.233,1,Competitor,0.734,Medium,63.5,High
2084,18,14.34,Pune,0.542,0.16,Public,8.57,0.288,1,Tesla,0.644,High,65.04,Medium
2085,29,88.95,Mumbai,0.127,0.151,None,6.06,0.185,0,Competitor,0.778,High,70.8,High
2086,22,34.32,Delhi,0.348,0.369,None,11.14,0.661,1,Neutral,0.471,High,75.0,Low
2087,29,37.19,Gurugram,0.535,0.245,None,12.67,0.138,1,Tesla,0.456,Low,63.25,Medium
2088,33,59.75,Gurugram,0.255,0.401,Public,4.0,0.879,0,Competitor,1.0,Medium,62.18,Low
2089,30,28.65,Delhi,0.359,0.519,None,6.8,0.864,0,Neutral,0.455,Medium,46.33,High
2090,49,26.59,Hyderabad,0.39,0.291,Public,36.95,0.023,1,Competitor,0.606,Medium,53.79,Low
2091,38,88.95,Bangalore,0.197,0.762,None,103.85,0.653,1,Tesla,0.599,Low,72.62,Medium
2092,38,10.0,Chennai,0.313,0.761,Public,0.3,0.628,0,Competitor,0.621,High,48.43,Medium
2093,41,43.03,Gurugram,0.509,0.146,Public,111.01,0.639,1,Tesla,1.0,High,55.87,High
2094,23,40.27,Pune,0.682,0.163,Public,2.02,0.703,1,Competitor,0.719,Medium,69.23,Low
2095,45,23.69,Delhi,0.412,0.249,Home,14.22,0.595,1,Competitor,0.849,High,66.56,Medium
2096,34,29.65,Bangalore,0.428,0.426,Public,14.3,0.038,1,Competitor,0.602,Medium,52.82,Low
2097,41,83.74,Bangalore,0.154,0.523,None,9.12,0.706,1,Competitor,0.523,Low,67.8,Medium
2098,24,16.55,Pune,0.23,0.513,None,9.51,0.101,1,Competitor,0.724,Medium,52.09,Low
2099,19,57.01,Chennai,0.257,0.459,None,14.76,0.5,1,Competitor,0.627,High,75.0,High
2100,43,33.52,Gurugram,0.507,0.329,,4.95,0.926,1,Tesla,0.551,High,72.57,Low
2101,38,52.8,Pune,0.81,0.126,Public,36.4,0.075,1,Competitor,0.618,High,75.0,Low
2102,25,45.3,Delhi,0.849,0.251,None,2.68,0.771,1,Neutral,1.0,Low,65.31,High
2103,26,10.0,Pune,0.392,0.293,Public,15.43,0.942,1,Tesla,0.881,High,67.19,Medium
2104,46,16.2,Chennai,0.221,0.114,Public,8.59,0.939,0,Tesla,0.856,Medium,69.28,Low
2105,23,18.48,Delhi,0.276,0.446,Public,4.68,0.328,1,Competitor,0.725,Medium,62.95,Medium
2106,51,14.21,Bangalore,0.592,0.304,Home,11.4,0.681,0,Tesla,0.485,Low,66.76,High
2107,25,20.58,Gurugram,0.391,0.372,Home,2.84,0.656,1,Neutral,0.748,High,54.9,High
